product_category_tree,product_name,description
578,Watches,Timewel 1100-N1949_B Analog Watch  - For Women,"Timewel 1100-N1949_B Analog Watch  - For Women - Buy Timewel 1100-N1949_B Analog Watch  - For Women  1100-N1949_B Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
579,Watches,Timewel 1100-N31 Analog Watch  - For Men,"Timewel 1100-N31 Analog Watch  - For Men - Buy Timewel 1100-N31 Analog Watch  - For Men  1100-N31 Online at Rs.765 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
580,Watches,Sonata 7085YL01 Analog Watch  - For Men,"Sonata 7085YL01 Analog Watch  - For Men - Buy Sonata 7085YL01 Analog Watch  - For Men  7085YL01 Online at Rs.750 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
581,Watches,"Times TIMES_98 Formal Analog Watch  - For Women, Girls","Times TIMES_98 Formal Analog Watch  - For Women, Girls - Buy Times TIMES_98 Formal Analog Watch  - For Women, Girls  TIMES_98 Online at Rs.550 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
582,Watches,"Flippd FD040149 Casual Analog Watch  - For Women, Girls","Flippd FD040149 Casual Analog Watch  - For Women, Girls - Buy Flippd FD040149 Casual Analog Watch  - For Women, Girls  FD040149 Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
583,Watches,Timewel 1100-N1944_B Analog Watch  - For Women,"Timewel 1100-N1944_B Analog Watch  - For Women - Buy Timewel 1100-N1944_B Analog Watch  - For Women  1100-N1944_B Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
584,Watches,"Fastrack 9912PP09 Tees Analog Watch  - For Men, Women","Fastrack 9912PP09 Tees Analog Watch  - For Men, Women - Buy Fastrack 9912PP09 Tees Analog Watch  - For Men, Women  9912PP09 Online at Rs.750 in India Only at Flipkart.com. Round Dial, Stainless Steel Back Case, Water Resistant, Buckle Clasp, Blue Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
585,Watches,Flippd FDRBB1614 Fibre Analog Watch  - For Men,"Flippd FDRBB1614 Fibre Analog Watch  - For Men - Buy Flippd FDRBB1614 Fibre Analog Watch  - For Men  FDRBB1614 Online at Rs.750 in India Only at Flipkart.com. Water Resistant, Buckle Clasp, Round Dial, Black Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
586,Watches,SF by Sonata 7963PP02 Dean Analog Watch  - For Men,"SF by Sonata 7963PP02 Dean Analog Watch  - For Men - Buy SF by Sonata 7963PP02 Dean Analog Watch  - For Men  7963PP02 Online at Rs.749 in India Only at Flipkart.com. Water Resistant, Contemporary Dial, Drak Blue Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
587,Watches,Maxima 07034LMLI Attivo Analog Watch  - For Women,"Maxima 07034LMLI Attivo Analog Watch  - For Women - Buy Maxima 07034LMLI Attivo Analog Watch  - For Women  07034LMLI Online at Rs.641 in India Only at Flipkart.com. Brass Case, Buckle Clasp, Rectangular Dial, Off White and Pink Strap, Water Resistant - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
588,Watches,Timewel N1536(GW)_1 Analog Watch  - For Men,"Timewel N1536(GW)_1 Analog Watch  - For Men - Buy Timewel N1536(GW)_1 Analog Watch  - For Men  N1536(GW)_1 Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
589,Computers,"Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles","Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles (SF-VC_011) Price: Rs. 269 Requires no external power source, just plugs straight into any USB port. Use the brush and suction tube attachment for general cleaning of air fans, monitor and computer area, or dust on you desktop. Use the keyboard attachment rubber to vacuum the dust and other particles trapped underneath the keyboard keys Press the High power button to increase suction power USB Computer Vacuum Cleaner for Laptop PC Keyboard. Simply connect the PC Vacuum to the USB port of your laptop or computer. It includes two vacuum cleaning attachments - one bristle brush attachment and one flexible plastic tube. It is a handy dusting brush and crevice tool for your computer. It is a very useful device to keep your beloved computers and laptops clean and shining as new.Its operations are simple and easy with high effectiveness.Simply connect the Vacuum to the USB port of your laptop or Computer and go on with the cleaning process.get rid of those dust particles that are stuck between your keys and make them look ancestral.Two Vacuum cleaning attachments are included-one bristle brush attachment and one flexible rubber for computer keyboard tool attachment for easy and efficient cleaning.Two switch levels-slides the switch to the first level to turn on the light, slide the switch to the second level to turn on the vacuum cleaner.The power can be adjusted and Press the ""High Power"" button to increase suction power, for vacuuming heavier dirt and dust easily.Use keyboard attachment rubber to vacuum dust and other particles trapped underneath the keyboard keys, by sliding the squeezable tube between keys.Use the brush & suction tube attachment for general cleaning of air vents (Fan), Monitor and computer areas, or dust on your desktop. Requires NO external power source, as it plugs straight into any USB port. Vacuum Cleaner With Light Powered From USB Port For Computer Keyboard Include Brush. Simple connect the vacuum to the USB port of your laptop or computer. Two Vacuum cleaning attachments included-one bristle brush attachment and one flexible rubber, computer keyboard tool attachment.,Specifications of Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles (SF-VC_011) General Brand Shopfloor.XYZ Designed For Computers, Laptops, Mobiles Model Number SF-VC_011 Model Name Vacuum Cleaner In the Box Sales Package 1 vacuum cleaner"
590,Baby Care,Babyoye Premium Baby Girl's Grey Leggings,Specifications of Babyoye Premium Baby Girl's Grey Leggings In The Box 1 Legging General Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Leggings Pattern Printed Occasion Casual Ideal For Baby Girl's
591,Home Furnishing,Furnishing Zone Printed Back Cushion,"Key Features of Furnishing Zone Printed Back Cushion Attractive Colours Fiber Filled Great As Decorative Economy Range Machine Washable,Furnishing Zone Printed Back Cushion (Pack of2, Gold) Price: Rs. 295 Soft Fur Cushion For Your Loved Ones (14inch),Beautifully Crafted,Decorative,Washable,Gift Item,Specifications of Furnishing Zone Printed Back Cushion (Pack of2, Gold) General External Material Polyester Velvet Pillow Cover Material Polyester Velvet Brand Furnishing Zone Pillow Cover Design Two Sided Designed Fabric Sweat Absorbent Yes Type Back Cushion Model Name TTFUR-01 Filling Material Microfibre Hand Washable Yes Model ID TT-03 Pillow Design Rectangle Color Gold Dimensions Weight 435 g Length 35.56 cm Width 35.56 cm Depth 10.16 cm In the Box Number of Contents in Sales Package 2 Sales Package 2 Cushions"
592,Baby Care,Babyoye Premium Baby Girl's Multicolor Leggings,"Key Features of Babyoye Premium Baby Girl's Multicolor Leggings Multicolor Leggings,Babyoye Premium Baby Girl's Multicolor Leggings (Pack of 2) Price: Rs. 569 The Babyoye Leggings With Lace Bottom are a great choice to dress up your little one for playtime or a stroll in the park. Made from soft fabric, these leggings ensure to keep her comfortable and happy all day long. Pair with a basic tee or jhabla to complete the look. Features: • Material: 100% cotton • Colour: Light yellow/blue • Pattern: Solid • Fit: Regular • Closure: Pullover • Comfortable elastic waistband • Cute lace details at the hem • Pack of 2 Washing Instructions: • Machine wash cold • Tumble dry low • Iron on medium heat • Do not bleach • Do not dry clean,Specifications of Babyoye Premium Baby Girl's Multicolor Leggings (Pack of 2) In The Box 2 Leggings General Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Leggings Pattern Solid Occasion Casual Ideal For Baby Girl's"
593,Baby Care,GREENWICH Baby Girl's Black Jeggings,"Key Features of GREENWICH Baby Girl's Black Jeggings BLACK Jeggings,GREENWICH Baby Girl's Black Jeggings Price: Rs. 225 THIS IS PREMIUM OUALITY COTTON RICH GIRLS FULL JEGGINGS ,WE USE COTTON/POLYESTER/ELASTANE TO MAKE A FABRIC,AVAILABLE IN PREFERD COLOURS,STRECHED AND COMFORT,ITS DENIM FINISHED PRODUCT,Specifications of GREENWICH Baby Girl's Black Jeggings In The Box 1 JEGGING General Details Number of Contents in Sales Package Pack of 1 Fabric COTTON, POLYESTER, ELASTANE Type Jeggings Pattern Solid Ideal For Baby Girl's Occasion Casual Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Other Features BIO WASHED PRODUCT"
594,Home Decor & Festive Needs,Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot,"Key Features of Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot Premium quality soft plastic Artificial Bonsai plant with high quality Wooden pot Can be used for indoor and outdoor purpose Ideal for Home décor & Garden décor Ideal for Side corners Ideal for Centre table,Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot (32 cm, Yellow) Price: Rs. 599 Let Natural Hues Refresh Your Interior Once You Bring This Artificial Bonsai Plant With Wooden pot from The House Of Miracle Retail. Ideal For Beautifying The Side Table, Centre Table And Dining Table, This Decorative Item Requires Minimum Maintenance And Care. Made From Premium Quality Plastic, The Artificial Bonsai Plant Is Completely Non Toxic And Environment Friendly. On The Other Hand, The Base Is Extremely Sturdy Yet Lightweight. Those Who Want To Brighten Up Their Living Space Without Any Dirt Or Mud, Must Opt For This Artificial Bonsai Plant With Wooden Pot. To add colour to your interior landscape, order this Artificial Bonsai Plant from Miracle Retail. It instantly brightens up the place wherever you keep it. It needs minimal care. It Will Make A Great Gifting Option For Friends And Relatives As Well.,Specifications of Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot (32 cm, Yellow) General Brand Miracle Retail Model Number BNSI/03 Stem Material Plastic Bonsai Yes Type Wild Plant Plant Material Plastic Color Yellow Pot Features Pot Material Wood Pot Color Brown Pot Included Yes Pot Size Medium Dimensions Pot Width 10 cm Weight 400 g Total Height 32 cm Pot Height 14 cm Total Width 16 cm Additional Features Suitable For Home Decor, Garden Decor, Office Decor Number of Branches 1 In the Box Sales Package 1 Premium Bonsai Artificial Plant With Wooden Pot Pack of 1"
595,Home Decor & Festive Needs,"Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot","Specifications of Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot (12 cm, Yellow, Green) In the Box Sales Package Flower Plant In Yellow Bucket General Brand Mayursflora Model Number MFGI034 Color Yellow, Green Type Aloe, Maple, Arecaceae, Palm, Maguey Bonsai Yes Pot Features Pot Included Yes Dimensions Total Height 12 cm"
596,Home Decor & Festive Needs,V Creations Bonsai Cactus Artificial Plant  with Pot,"Specifications of V Creations Bonsai Cactus Artificial Plant  with Pot (10 cm, Green) In the Box Sales Package set of 2 General Brand V Creations Model Number Red-Green_cactus_16116 Color Green Type Cactus Bonsai Yes Pot Features Pot Included Yes Dimensions Total Height 10 cm"
597,Baby Care,LITTLE FEETZ Baby Girl's Solid Top & Skirt Set,"Key Features of LITTLE FEETZ Baby Girl's Solid Top & Skirt Set Fabric: Cotton Brand Color: BLUE, PINK, GREEN, ORANGE, YELLOW,LITTLE FEETZ Baby Girl's Solid Top & Skirt Set Price: Rs. 489 Check out this multi-coloured pack of 5 T-shirts & Short from Little Feet, will be a great pick for your little once. The garment is made of cotton, which makes little one comfortable and relaxed to wear all day long and designed for perfection and safety. Stretchy elastic Waist band shorts, allow you to change the diapers easily. The stretchy neck holes – the ones with envelope-like folds at the neckline are great for sliding over a sensitive new-born’s head.,Specifications of LITTLE FEETZ Baby Girl's Solid Top & Skirt Set General Details Pattern Solid Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 5 Fabric Cotton Type Top & Skirt Set Neck Round Neck In the Box 5 Frock's and 5-Skirt's Additional Details **The color and print of assorted products may vary from what is shown in the image, as they are manufactured in mixed batches. **The images represent actual product though color of the image and product may slightly differ.**The Product Size and age group is just an indication and may varry depends...View More **The color and print of assorted products may vary from what is shown in the image, as they are manufactured in mixed batches. **The images represent actual product though color of the image and product may slightly differ.**The Product Size and age group is just an indication and may varry depends on your baby Height and Weight."
598,Computers,Saco Karbonn Smart Ta Fone A37 Hd Tablet Wired USB Tablet Keyboard,Buy Saco Karbonn Smart Ta Fone A37 Hd Tablet Wired USB Tablet Keyboard only for Rs. 500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!
599,Baby Care,Next Steps Baby Girl's Layered Dress,"Next Steps Baby Girl's Layered Dress
                         Price: Rs. 356
				
			Girls Dress
Girls Dress"
600,Home Decor & Festive Needs,R&Mshoppee MDF Wall Shelf,"Key Features of R&Mshoppee MDF Wall Shelf Trendy & Stylish easy to assemble,R&Mshoppee MDF Wall Shelf (Number of Shelves - 1, Black) Price: Rs. 725 this H shape wall shelf will increase decoration of your walls you can use it as book shelf , dvd shelf or can keep show pieces on it .,Specifications of R&Mshoppee MDF Wall Shelf (Number of Shelves - 1, Black) General Brand R&Mshoppee Suitable For Living Room & Bedroom Model Number r&m0179 Material MDF Color Black Body & Design Features Number of Shelves 1 In the Box Sales Package 1 shelf Additional Features Other Features screw included"
601,Kitchen & Dining,posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug,"Key Features of posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug Printed on demand,posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug (350 ml) Price: Rs. 349 Give this trendy mug with a warm personal touch of your loved one and present it to her or him on thier. Your dear one is sure to love your back for this lovely surprise. ,Specifications of posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug (350 ml) General Type Mug Mug Capacity 350 ml Freezer Safe Yes Material Ceramic Microwave Safe Yes Warranty Replacement waranty against manufacturing defects Dimensions Diameter 80 mm Weight 250 g Height 80 mm Width 95 mm Depth 80 mm In the Box Sales Package 1 Mug"
602,Watches,"Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys","Key Features of Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys Dial Color: Blue Dial Shape: Round Strap Color: Blue,Specifications of Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys Functions Chronograph No Light No Chronograph Feature Non-Functional General Type Analog Style Code Blue Dial Stiched Strap Occasion Casual, Party-Wedding Ideal For Men, Boys Power Source Battery Powered Warranty 6 Months Manufacturer Domestic Warranty Body Features Dial Shape Round Strap Color Blue Dial Color Blue"
603,Kitchen & Dining,Kosher Kadhai 1 L,Buy Kosher Kadhai 1 L for Rs.586 online. Kosher Kadhai 1 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
